symptoms,label
"worry,avoidance,irritability",Anxiety
"no facial expression,routine,repetitive behavior,eye contact",Autism
"nervous,sweating,trembling",Anxiety
"counting,compulsion,ritual,repetitive",OCD
"no facial expression,social skills,literal,monotone,delayed speech",Autism
"monotone,repetitive behavior,routine,sensitive to sound",Autism
"fear,avoidance,worry,restless,trembling",Anxiety
"irritability,sweating,restless",Anxiety
"routine,social skills",Autism
"literal,focus on details",Autism
"trembling,irritability,nervous,fear",Anxiety
"monotone,repetitive behavior,social skills,literal",Autism
"eye contact,literal",Autism
"avoidance,sweating",Anxiety
"compulsion,organizing",OCD
"ritual,compulsion",OCD
"avoidance,worry,trembling,sweating,irritability",Anxiety
"panic,fear",Anxiety
"trembling,fear,nervous,worry",Anxiety
"literal,eye contact,focus on details,monotone,delayed speech",Autism
"compulsion,cleaning,counting,ritual",OCD
"counting,perfectionism,organizing,doubt",OCD
"no facial expression,eye contact,monotone,repetitive behavior,sensitive to sound",Autism
"perfectionism,compulsion",OCD
"sweating,worry,fear,trembling",Anxiety
"perfectionism,checking,counting,ritual",OCD
"no facial expression,sensitive to sound,delayed speech",Autism
"routine,sensitive to sound,social skills,monotone,delayed speech",Autism
"fear,irritability,restless,worry",Anxiety
"social skills,routine,literal",Autism
"fear,avoidance",Anxiety
"compulsion,repetitive,cleaning,counting,checking",OCD
"organizing,perfectionism,doubt,repetitive,checking",OCD
"organizing,cleaning,intrusive thoughts",OCD
"irritability,restless,nervous",Anxiety
"trembling,avoidance,restless,worry",Anxiety
"repetitive,checking,perfectionism,organizing",OCD
"checking,doubt,intrusive thoughts,compulsion",OCD
"repetitive,compulsion",OCD
"routine,delayed speech",Autism
"focus on details,routine,no facial expression,delayed speech",Autism
"social skills,no facial expression,sensitive to sound,delayed speech,repetitive behavior",Autism
"repetitive behavior,delayed speech,monotone",Autism
"doubt,counting,checking,organizing",OCD
"avoidance,irritability,worry",Anxiety
"compulsion,organizing,repetitive,perfectionism,doubt",OCD
"trembling,sweating,avoidance,irritability,overthinking",Anxiety
"checking,counting,intrusive thoughts,cleaning,ritual",OCD
"repetitive,counting,compulsion,perfectionism,cleaning",OCD
"restless,overthinking",Anxiety
"literal,repetitive behavior,sensitive to sound,monotone",Autism
"ritual,intrusive thoughts,doubt",OCD
"eye contact,sensitive to sound,monotone,literal",Autism
"repetitive,cleaning,doubt",OCD
"worry,overthinking,avoidance,sweating,irritability",Anxiety
"compulsion,cleaning,checking,counting",OCD
"fear,sweating,panic",Anxiety
"delayed speech,no facial expression,routine,monotone,literal",Autism
"restless,irritability,overthinking,avoidance",Anxiety
"panic,trembling,sweating,avoidance,worry",Anxiety
"restless,worry,trembling",Anxiety
"checking,ritual,counting,organizing,cleaning",OCD
"fear,nervous,trembling,irritability",Anxiety
"avoidance,irritability,panic,restless",Anxiety
"cleaning,perfectionism",OCD
"organizing,counting,perfectionism,checking,repetitive",OCD
"trembling,irritability,panic",Anxiety
"no facial expression,delayed speech,routine",Autism
"avoidance,nervous,worry,fear",Anxiety
"literal,no facial expression,monotone",Autism
"monotone,repetitive behavior,sensitive to sound,social skills",Autism
"literal,no facial expression,eye contact,sensitive to sound,repetitive behavior",Autism
"worry,fear",Anxiety
"repetitive,doubt,ritual,compulsion",OCD
"sweating,nervous,trembling,fear",Anxiety
"trembling,nervous,panic,sweating,fear",Anxiety
"doubt,repetitive,compulsion",OCD
"eye contact,routine,delayed speech,focus on details,literal",Autism
"avoidance,restless,irritability,panic",Anxiety
"monotone,social skills,repetitive behavior,eye contact,focus on details",Autism
"checking,repetitive,counting",OCD
"checking,repetitive,organizing,perfectionism,doubt",OCD
"no facial expression,social skills,routine",Autism
"routine,focus on details",Autism
"perfectionism,cleaning,repetitive,compulsion,ritual",OCD
"routine,no facial expression",Autism
"checking,intrusive thoughts,ritual",OCD
"restless,fear,sweating",Anxiety
"delayed speech,focus on details",Autism
"irritability,panic,fear,overthinking",Anxiety
"routine,literal",Autism
"literal,focus on details",Autism
"trembling,sweating,avoidance,fear,panic",Anxiety
"delayed speech,repetitive behavior,social skills",Autism
"cleaning,perfectionism,checking",OCD
"repetitive behavior,eye contact,sensitive to sound,focus on details",Autism
"irritability,trembling",Anxiety
"focus on details,social skills,no facial expression",Autism
"delayed speech,literal,repetitive behavior,focus on details",Autism
"literal,sensitive to sound,repetitive behavior,delayed speech",Autism
"restless,panic,irritability",Anxiety
"intrusive thoughts,ritual",OCD
"cleaning,ritual",OCD
"sweating,avoidance",Anxiety
"ritual,doubt,intrusive thoughts",OCD
"repetitive,doubt",OCD
"ritual,compulsion,checking,perfectionism,cleaning",OCD
"worry,overthinking",Anxiety
"irritability,fear,avoidance,restless",Anxiety
"cleaning,compulsion,repetitive,counting,organizing",OCD
"counting,doubt,perfectionism",OCD
"ritual,checking,cleaning",OCD
"compulsion,perfectionism",OCD
"perfectionism,checking,organizing,compulsion",OCD
"organizing,doubt",OCD
"cleaning,repetitive,checking",OCD
"eye contact,no facial expression,literal,routine",Autism
"perfectionism,counting,organizing",OCD
"trembling,irritability,sweating,worry",Anxiety
"organizing,counting,compulsion,cleaning",OCD
"panic,worry",Anxiety
"sensitive to sound,delayed speech,eye contact,routine",Autism
"restless,panic,overthinking,irritability,worry",Anxiety
"intrusive thoughts,organizing,doubt,checking",OCD
"restless,trembling,nervous,overthinking,avoidance",Anxiety
"restless,irritability,fear",Anxiety
"delayed speech,focus on details,eye contact,repetitive behavior",Autism
"monotone,social skills,delayed speech",Autism
"overthinking,irritability,nervous",Anxiety
"eye contact,monotone,delayed speech,repetitive behavior,routine",Autism
"organizing,ritual,cleaning",OCD
"sweating,nervous,overthinking",Anxiety
"restless,irritability",Anxiety
"sweating,irritability,worry,trembling,nervous",Anxiety
"doubt,compulsion,organizing,repetitive,ritual",OCD
"focus on details,routine,literal,delayed speech",Autism
"repetitive,intrusive thoughts",OCD
"repetitive,perfectionism,compulsion,counting,intrusive thoughts",OCD
"intrusive thoughts,checking,repetitive",OCD
"repetitive behavior,delayed speech,social skills,no facial expression,focus on details",Autism
"literal,focus on details,monotone,eye contact,delayed speech",Autism
"social skills,sensitive to sound,focus on details,routine,repetitive behavior",Autism
"counting,perfectionism,checking",OCD
"cleaning,ritual,checking,intrusive thoughts,organizing",OCD
"social skills,sensitive to sound",Autism
"organizing,doubt,ritual,intrusive thoughts,counting",OCD
"panic,trembling",Anxiety
"compulsion,checking",OCD
"monotone,repetitive behavior,social skills,focus on details",Autism
"intrusive thoughts,compulsion,ritual,checking,organizing",OCD
"organizing,cleaning,doubt,intrusive thoughts,repetitive",OCD
"counting,ritual,repetitive,perfectionism",OCD
"trembling,worry,overthinking,fear,sweating",Anxiety
"irritability,sweating,restless,overthinking",Anxiety
"routine,social skills,eye contact",Autism
"overthinking,trembling,fear",Anxiety
"restless,avoidance,worry,fear",Anxiety
"ritual,checking,counting,doubt,organizing",OCD
"irritability,sweating,overthinking,restless",Anxiety
"avoidance,nervous,trembling,irritability,sweating",Anxiety
"repetitive behavior,social skills",Autism
"fear,worry,nervous",Anxiety
"doubt,repetitive,compulsion",OCD
"organizing,repetitive",OCD
"overthinking,panic,worry,trembling",Anxiety
"restless,fear,panic,overthinking",Anxiety
"doubt,checking,ritual",OCD
"literal,routine,focus on details",Autism
"intrusive thoughts,doubt,compulsion,counting,repetitive",OCD
"no facial expression,focus on details,literal,sensitive to sound",Autism
"perfectionism,repetitive,intrusive thoughts",OCD
"panic,irritability,nervous,trembling,worry",Anxiety
"panic,irritability",Anxiety
"perfectionism,repetitive,intrusive thoughts,doubt,compulsion",OCD
"focus on details,repetitive behavior,no facial expression,delayed speech,routine",Autism
"routine,delayed speech,social skills,literal,monotone",Autism
"nervous,irritability,worry",Anxiety
"sweating,trembling,fear,nervous",Anxiety
"panic,nervous,irritability,avoidance,trembling",Anxiety
"restless,worry,trembling,irritability",Anxiety
"trembling,fear,irritability",Anxiety
"trembling,avoidance,panic,worry",Anxiety
"nervous,avoidance",Anxiety
"ritual,checking,compulsion,doubt,repetitive",OCD
"compulsion,counting,cleaning,checking,doubt",OCD
"sensitive to sound,focus on details,social skills,monotone",Autism
"monotone,delayed speech,no facial expression",Autism
"fear,nervous,restless,panic",Anxiety
"eye contact,focus on details,social skills,routine,delayed speech",Autism
"social skills,sensitive to sound,no facial expression,repetitive behavior,monotone",Autism
"doubt,perfectionism,checking",OCD
"trembling,worry,sweating,fear,nervous",Anxiety
"worry,restless,sweating,panic",Anxiety
"checking,perfectionism,organizing,ritual",OCD
"sweating,restless,panic,avoidance,trembling",Anxiety
"ritual,checking,perfectionism",OCD
"monotone,literal",Autism
"sensitive to sound,eye contact,repetitive behavior",Autism
"perfectionism,doubt",OCD
"repetitive behavior,monotone",Autism
"sweating,trembling,restless",Anxiety
"literal,focus on details",Autism
"repetitive behavior,literal,monotone,delayed speech,sensitive to sound",Autism
"restless,trembling,worry,overthinking,panic",Anxiety
"avoidance,worry,restless",Anxiety
"repetitive behavior,no facial expression,social skills,routine,monotone",Autism
"delayed speech,sensitive to sound,literal,social skills,monotone",Autism
"routine,no facial expression,literal",Autism
"literal,delayed speech",Autism
"intrusive thoughts,checking,compulsion,ritual,organizing",OCD
"compulsion,counting,cleaning,doubt",OCD
"compulsion,repetitive,organizing",OCD
"counting,repetitive",OCD
"sensitive to sound,repetitive behavior",Autism
"irritability,sweating,nervous,restless,trembling",Anxiety
"trembling,irritability",Anxiety
"worry,restless,avoidance",Anxiety
"repetitive,doubt",OCD
"repetitive,counting,doubt,perfectionism,organizing",OCD
"worry,restless,avoidance,panic",Anxiety
"overthinking,restless,sweating",Anxiety
"repetitive behavior,no facial expression,delayed speech,literal,eye contact",Autism
"avoidance,overthinking,nervous,panic,restless",Anxiety
"checking,repetitive,organizing,compulsion",OCD
"repetitive,organizing",OCD
"delayed speech,repetitive behavior,focus on details",Autism
"counting,repetitive,cleaning,intrusive thoughts",OCD
"perfectionism,intrusive thoughts,checking,repetitive",OCD
"restless,worry,nervous,panic",Anxiety
"cleaning,compulsion,ritual,counting,organizing",OCD
"sweating,panic,worry",Anxiety
"doubt,cleaning,repetitive,intrusive thoughts,compulsion",OCD
"perfectionism,doubt,ritual,cleaning",OCD
"repetitive,checking,perfectionism,compulsion",OCD
"restless,worry",Anxiety
"focus on details,routine",Autism
"organizing,intrusive thoughts,doubt",OCD
"repetitive,cleaning",OCD
"compulsion,intrusive thoughts,checking",OCD
"sweating,avoidance",Anxiety
"eye contact,social skills,focus on details,no facial expression",Autism
"no facial expression,literal",Autism
"delayed speech,focus on details,routine,eye contact",Autism
"perfectionism,doubt",OCD
"intrusive thoughts,doubt,cleaning,counting,checking",OCD
"sensitive to sound,no facial expression,repetitive behavior,focus on details",Autism
"compulsion,checking,counting",OCD
"cleaning,compulsion,doubt",OCD
"overthinking,restless,avoidance,worry,irritability",Anxiety
"checking,perfectionism,compulsion",OCD
"counting,doubt,cleaning",OCD
"intrusive thoughts,doubt",OCD
"monotone,sensitive to sound",Autism
"restless,sweating,trembling,avoidance",Anxiety
"literal,eye contact",Autism
"delayed speech,routine,literal,monotone,no facial expression",Autism
"doubt,repetitive,counting,checking",OCD
"delayed speech,repetitive behavior",Autism
"ritual,repetitive,checking",OCD
"routine,monotone",Autism
"sensitive to sound,delayed speech",Autism
"intrusive thoughts,cleaning,compulsion,organizing",OCD
"sweating,avoidance,nervous",Anxiety
"trembling,restless,irritability,nervous,sweating",Anxiety
"monotone,sensitive to sound,literal,no facial expression,repetitive behavior",Autism
"social skills,monotone,eye contact",Autism
"eye contact,social skills,repetitive behavior,no facial expression,focus on details",Autism
"trembling,fear,overthinking,worry",Anxiety
"no facial expression,eye contact,focus on details",Autism
"compulsion,checking,perfectionism",OCD
"organizing,checking,cleaning",OCD
"intrusive thoughts,doubt",OCD
"literal,focus on details,no facial expression,monotone",Autism
"checking,cleaning,doubt",OCD
"irritability,avoidance",Anxiety
"worry,trembling,overthinking,fear,nervous",Anxiety
"doubt,repetitive",OCD
"organizing,counting,intrusive thoughts,compulsion",OCD
"irritability,overthinking,trembling",Anxiety
"irritability,avoidance,trembling",Anxiety
"repetitive,organizing",OCD
"literal,sensitive to sound,eye contact,focus on details",Autism
"restless,nervous,trembling,overthinking,fear",Anxiety
"fear,avoidance",Anxiety
"fear,overthinking,trembling,restless",Anxiety
"focus on details,no facial expression,repetitive behavior,social skills",Autism
"irritability,trembling,restless,overthinking",Anxiety
"nervous,irritability,restless",Anxiety
"overthinking,panic",Anxiety
"organizing,perfectionism,compulsion",OCD
"checking,doubt,compulsion,ritual,intrusive thoughts",OCD
"focus on details,no facial expression",Autism
"no facial expression,routine,monotone,eye contact,literal",Autism
"routine,repetitive behavior,sensitive to sound",Autism
"organizing,ritual,counting,cleaning,repetitive",OCD
"nervous,irritability,sweating",Anxiety
"monotone,social skills,no facial expression",Autism
"avoidance,worry,sweating",Anxiety
"monotone,social skills,delayed speech",Autism
"sweating,restless,panic",Anxiety
"sensitive to sound,eye contact,repetitive behavior",Autism
"restless,worry,trembling,panic,fear",Anxiety
"counting,checking,organizing,perfectionism,ritual",OCD
"perfectionism,repetitive,ritual,cleaning",OCD
"compulsion,checking,repetitive,doubt,cleaning",OCD
"doubt,counting",OCD
"ritual,organizing",OCD
"organizing,checking,compulsion",OCD
"restless,trembling,overthinking,sweating",Anxiety
"no facial expression,routine,monotone",Autism
